Kód,Název,Popis,Určuje,Subjekty,Skupina,Předpisy,Verze,Aktualizace,Status,Agendy
"P466","Zajistit dodávání datových zpráv","DIA zajišťuje dodávání datových zpráv a provádí kroky uvedené v § 20.","§ 20 zákona 300/2008","[""Digitální a informační agentura""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P467","Považovat výstup z autorizované konverze za platný dokument","Má-li být podle jiného právního předpisu předložen dokument v listinné podobě správnímu orgánu, nebo soudu anebo jinému státnímu orgánu, zejména aby byl užit jako podklad pro vydání rozhodnutí, je tato povinnost splněna předložením jeho výstupu.","§ 22 odst. 3 zákona 300/2008 ","[""Orgány veřejné moci"",""Soukromoprávní subjekty"",""Veřejnoprávní původci""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P468","Provádět autorizovanou konverzi na žádost","Konverzi na žádost provádějí kontaktní místa veřejné správy a advokáti za podmínek stanovených jiným právním předpisem.","§ 23 odst. 1 zákona 300/2008","[""Kontaktní místa veřejné správy""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P469","Provádět autorizovanou konverzi z moci úřední","Konverzi z moci úřední provádějí orgány veřejné moci pro výkon své působnosti.","§ 23 odst. 2 zákona 300/2008","[""Orgány veřejné moci""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P469","Provádět autorizovanou konverzi z moci úřední","Konverzi z moci úřední provádějí orgány veřejné moci pro výkon své působnosti.","§ 23 odst. 2 zákona 300/2008","[""Orgány veřejné moci""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P471","Vést evidenci konverzí z autorizované konverze","Orgán, který provádí autorizovanou konverzi z moci úřední vede evidenci konverzí a zapisuje do centrální evidence konverzí.","§ 26 zákona 300/2008","[""Orgány veřejné moci"",""Veřejnoprávní původci""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008"",""Zákon 499/2004""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P472","Vést evidenci konverzí z autorizované konverze","Subjekt provádějící konverzi vede evidenci provedených konverzí. Záznam v evidenci obsahuje údaje podle § 26. Tyto údaje jsou v evidenci provedených konverzí uchovávány po dobu 10 let od provedení konverze.","§ 26c zákona 300/2008","[""Orgány veřejné moci"",""Veřejnoprávní původci""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008"",""Zákon 499/2004""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P473","Zřídit datovou schránku fyzické osoby na její žádost","Datovou schránku fyzické osoby zřídí DIA bezplatně na žádost fyzické osobě, která je plně svéprávná, do 3 pracovních dnů ode dne podání žádosti.","§ 3 odst. 1 zákona 300/2008","[""Digitální a informační agentura""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P474","Odborná způsobilost zaměstnanců mimo OVM k autorizované konverzi na žádost","Konverzi na žádost provádí u držitele poštovní licence, Hospodářské komory České republiky a osoby, které byla ministerstvem udělena autorizace k výkonu působnosti kontaktního místa veřejné správy, zaměstnanec, který složil zkoušku; složení zkoušky se nevyžaduje, splňuje-li zaměstnanec požadavky pro provádění vidimace a legalizace.","§ 30 odst. 1 zákona 300/2008","[""Kontaktní místa veřejné správy""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P475","Zabezpečit zkoušku odborné způsobilosti pro autorizovanou konverzi","Provádění zkoušky podle § 30 odst. 1 zákona 300/2008 zajišťuje DIA.","§ 30 odst. 3 zákona 300/2008","[""Digitální a informační agentura""]","Povinnosti k ESSL a dokumentům","[""Zákon 300/2008""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P501","Uveřejnit smlouvu v registru smluv","Prostřednictvím registru smluv se povinně uveřejňuje soukromoprávní smlouva, jakož i smlouva o poskytnutí dotace nebo návratné finanční výpomoci, jejíž stranou je Česká republika, územní samosprávný celek, včetně městské části nebo městského obvodu územně členěného statutárního města nebo městské části hlavního města Prahy, státní příspěvková organizace, státní fond, veřejná výzkumná instituce nebo veřejná vysoká škola, dobrovolný svazek obcí, regionální rada regionu soudržnosti, příspěvková organizace územního samosprávného celku, ústav založený státem nebo územním samosprávným celkem, obecně prospěšná společnost založená státem nebo územním samosprávným celkem, státní podnik nebo národní podnik, zdravotní pojišťovna, Český rozhlas nebo Česká televize, nebo právnická osoba, v níž má stát nebo územní samosprávný celek sám nebo s jinými územními samosprávnými celky většinovou majetkovou účast, a to i prostřednictvím jiné právnické osoby. Nevztahuje se na právnickou osobu založenou podle jiného než českého práva, která působí převážně mimo území České republiky. Neuveřejňují se informace, které nelze poskytnout při postupu podle předpisů upravujících svobodný přístup k informacím. ","§1 odst. 1 a 2 a § 3 odst. 1 zákona 340/2015","[""Subjekty veřejného investování"",""Veřejnoprávní zadavatelé""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P502","Spravovat registr smluv","Správcem registru smluv je DIA.","§ 4 odst. 2 zákona 340/2015","[""Digitální a informační agentura""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P503","Zpřístupnit a zveřejnit registr smluv","Registr smluv je přístupný způsobem umožňujícím bezplatný dálkový přístup.","§ 4 odst. 3 zákona 340/2015","[""Digitální a informační agentura""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P504","Vložit elektronický obraz textového obsahu smlouvy do registru smluv","Uveřejněním smlouvy prostřednictvím registru smluv se rozumí vložení elektronického obrazu textového obsahu smlouvy v otevřeném a strojově čitelném formátu a rovněž metadat - identifikaci smluvních stran, vymezení předmětu smlouvy, cenu, a pokud ji smlouva neobsahuje, hodnotu předmětu smlouvy, lze-li ji určit, datum uzavření smlouvy - do registru smluv.","§ 5 odst. 1 a 5 zákona 340/2015","[""Subjekty veřejného investování"",""Veřejnoprávní zadavatelé""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P505","Zaslat smlouvu správci registru smluv k uveřejnění","Osoba uvedená v § 2 odst. 1 nebo smluvní strana smlouvy zašle smlouvu správci registru smluv k uveřejnění prostřednictvím registru smluv bez zbytečného odkladu, nejpozději však do 30 dnů od uzavření smlouvy. Zaslání smlouvy správci registru smluv se provede na elektronickém formuláři do datové schránky zřízené správci registru smluv pro tento účel.","§ 5 odst. 2 a 3 zákona 340/2015","[""Subjekty veřejného investování"",""Veřejnoprávní zadavatelé""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P506","Uveřejnit doručenou smlouvu v registru smluv","Správce registru smluv uveřejní smlouvu prostřednictvím registru smluv bezodkladně po jejím doručení; uveřejnění smlouvy prostřednictvím registru smluv se provádí zpravidla automatizovaně.","§ 5 odst. 2 zákona 340/2015","[""Digitální a informační agentura""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P507","Uveřejnit elektronický formulář pro zasílání smluv","Správce registru smluv uveřejní elektronický formulář pro zasílání smluv na portálu veřejné správy.","§ 5 odst. 3 zákona 340/2015","[""Digitální a informační agentura""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P508","Potvrdit uveřejnění v registru smluv","V případě, že je prostřednictvím registru smluv uveřejněna smlouva, správce registru smluv potvrdí uveřejnění potvrzením, které zašle do datové schránky, ze které mu byla smlouva zaslána k uveřejnění prostřednictvím registru smluv; zaslání potvrzení se provádí zpravidla automatizovaně. Správce registru smluv v potvrzení uvede metadata smlouvy - identifikaci smluvních stran, vymezení předmětu smlouvy, cenu, a pokud ji smlouva neobsahuje, hodnotu předmětu smlouvy, lze-li ji určit, datum uzavření smlouvy - a potvrzení zabezpečí způsobem zajišťujícím integritu, případně původ dat.","§ 5 odst. 4 zákona 340/2015","[""Digitální a informační agentura""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","3","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P509","Uzavřít smlouvu písemně nebo jiným způsobem umožňujícím uveřejnění smlouvy prostřednictvím registru smluv","Smlouva, na niž se vztahuje povinnost uveřejnění prostřednictvím registru smluv, musí být uzavřena písemně nebo jiným způsobem umožňujícím uveřejnění smlouvy prostřednictvím registru smluv.","§ 8 odst. 2 zákona 340/2015","[""Subjekty veřejného investování"",""Veřejnoprávní zadavatelé""]","Povinnosti ke smlouvám","[""Zákon 340/2015""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P601","Vyřizovat žádosti o poskytnutí informací","Povinný subjekt postupuje při vyřizování žádostí o informace podle § 14 zákona 106/1999.","§ 14 zákona 106/1999","[""Povinné subjekty podle ZINF""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P602","Vyřizovat stížnosti na postup při vyřizování žádosti o informace","Povinný subjekt vyřizuje stížnosti na postup při vyřizování žádosti o poskytnutí informací. Postupuje podle § 16a zákona 106/1999.","§ 16a zákona 106/1999","[""Povinné subjekty podle ZINF""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P603","Zpracovat a zveřejnit výroční zprávu o poskytování informací","Každý povinný subjekt musí vždy do 1. března zveřejnit výroční zprávu za předcházející kalendářní rok o své činnosti v oblasti poskytování informací podle tohoto zákona obsahující následující údaje: a) počet podaných žádostí o informace a počet vydaných rozhodnutí o odmítnutí žádosti, b) počet podaných odvolání proti rozhodnutí, c) opis podstatných částí každého rozsudku soudu ve věci přezkoumání zákonnosti rozhodnutí povinného subjektu o odmítnutí žádosti o poskytnutí informace a přehled všech výdajů, které povinný subjekt vynaložil v souvislosti se soudními řízeními o právech a povinnostech podle tohoto zákona, a to včetně nákladů na své vlastní zaměstnance a nákladů na právní zastoupení, d) výčet poskytnutých výhradních licencí, včetně odůvodnění nezbytnosti poskytnutí výhradní licence, e) počet stížností podaných podle § 16a, důvody jejich podání a stručný popis způsobu jejich vyřízení, f) další informace vztahující se k uplatňování tohoto zákona.","§ 18 zákona 106/1999","[""Povinné subjekty podle ZINF""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P604","Poskytovat informace na základě žádosti","Povinné subjekty poskytují informace na základě žádosti. Podrobnosti takového poskytování stanovuje § 4a.","§ 4 odst. 1 a § 4a zákona 106/1999","[""Povinné subjekty podle ZINF""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P605","Poskytovat informace zveřejněním","Povinné subjekty poskytují informace zveřejněním. Podrobnosti takového poskytování stanovuje § 4b.","§ 4 odst. 1 a § 4b zákona 106/1999","[""Povinné subjekty podle ZINF""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P607","Spravovat Národní katalog otevřených dat","Správcem národního katalogu otevřených dat je Digitální a informační agentura.","§ 4c odst. 3 zákona 106/1999","[""Digitální a informační agentura""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","5","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P608","Zveřejňovat povinně zveřejňované informace","Každý povinný subjekt musí pro informování veřejnosti ve svém sídle a svých úřadovnách zveřejnit na místě, které je všeobecně přístupné, jakož i umožnit pořízení jejich kopie, informace podle § 5 odst. 1 zákona 106/1999.","§ 5 odst. 1 zákona 106/1999","[""Povinné subjekty podle ZINF""]","Povinnosti k informacím a publikaci","[""Zákon 106/1999""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
